name,developer,status,status_group,category,capacity_mw,capacity_label,landscape_weight,location,latitude,longitude,precision,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,source,source_url,notes
Dale Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Spencer, IN",38.185116,-86.972179,Public tracker coordinates,Clinton Power Station,IL,169.7,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
York 2 Energy Center Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"York, PA",39.75768,-76.2754,Public tracker coordinates,Peach Bottom,PA,0.4,2876.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Laurel Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Montgomery, PA",40.234047,-75.5769,Public tracker coordinates,Limerick,PA,0.9,2277.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Flex Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Oakland, MI",42.50185,-83.61119,Public tracker coordinates,Fermi,MI,41.4,1217.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Scioto Darby Creek Road Building 6,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Franklin, OH",40.0154355,-83.1243468,Public tracker coordinates,Davis Besse,OH,109.3,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Klondike Wyalusing Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Bradford, PA",41.653572,-76.23531,Public tracker coordinates,TalenEnergy Susquehanna,PA,39.1,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Petawatt Massena Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"St. Lawrence, NY",44.954838,-74.84906,Public tracker coordinates,James A Fitzpatrick,NY,125.6,883.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Wildwood Ranch Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Jasper, MO",37.06882,-94.60008,Public tracker coordinates,Wolf Creek Generating Station,KS,100.5,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
IBM Poughkeepsie Quantum Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Dutchess, NY",41.660404,-73.93994,Public tracker coordinates,Millstone,CT,94.9,2259.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Brookhaven Logistics Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Suffolk, NY",40.82991,-72.94618,Public tracker coordinates,Millstone,CT,52.4,2259.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
SDC Wellington Glen,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Prince William, VA",38.76897,-77.54556,Public tracker coordinates,North Anna,VA,50.7,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Willowbend Little Rock Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Pulaski, AR",34.71681,-92.1737,Public tracker coordinates,Arkansas Nuclear One,AR,72.8,1845.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Trammell Crow Forsyth Campus,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Monroe, GA",33.104168,-84.009544,Public tracker coordinates,Edwin I Hatch,GA,126.3,1848.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Wallace Jackson Data Center Campus,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Spalding, GA",33.273514,-84.12198,Public tracker coordinates,Oconee,SC,126.3,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
US Internet Minneapolis Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Hennepin, MN",45.02485,-93.3328,Public tracker coordinates,Monticello Nuclear Facility,MN,33.0,685.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Alterra Marshall Technology Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Calhoun, MI",42.239025,-84.955826,Public tracker coordinates,Palisades,MI,69.7,811.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Wiscasset Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Lincoln, ME",43.95572,-69.69428,Public tracker coordinates,Seabrook,NH,93.2,1242.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Prologis 32 Mile Technical Campus,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Macomb, MI",42.80183,-82.99235,Public tracker coordinates,Fermi,MI,59.5,1217.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Comcast Clinton Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Hunterdon, NJ",40.63284,-74.9191,Public tracker coordinates,Limerick,PA,45.1,2277.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
DartPoints Cincinnati Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Hamilton, OH",39.09831,-84.5179,Public tracker coordinates,Davis Besse,OH,188.4,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Provident Dauphin Highlands Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Dauphin, PA",40.22755,-76.8093,Public tracker coordinates,Crane Clean Energy Center,PA,6.9,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Amazon Lamar County Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Lamar, GA",33.05563,-84.1222,Public tracker coordinates,Edwin I Hatch,GA,129.4,1848.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Project Spring,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Osage, OK",36.24621,-96.10994,Public tracker coordinates,Wolf Creek Generating Station,KS,139.6,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Strata AI Center of Excellence,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Lawrence, OH",38.56767,-82.782684,Public tracker coordinates,Beaver Valley,PA,189.2,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Franklin Furnace Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Scioto, OH",38.59737,-82.84261,Public tracker coordinates,Beaver Valley,PA,189.7,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Beale Project Mustang,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Rogers, OK",36.343464,-95.60581,Public tracker coordinates,Wolf Creek Generating Station,KS,131.1,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CloudHQ Berks 61 Campus,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Berks, PA",40.57368,-76.01037,Public tracker coordinates,Limerick,PA,32.8,2277.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Fairview Crossroads Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"York, PA",40.206436,-76.871,Public tracker coordinates,Crane Clean Energy Center,PA,8.7,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Atlas Industrial Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Lehigh, PA",40.643616,-75.53651,Public tracker coordinates,Limerick,PA,29.1,2277.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft Pine - Building 1,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Catawba County, NC",35.7188,-81.2766,Public tracker coordinates,McGuire,NC,27.0,2440.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Pickaway County Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Pickaway, OH",39.79,-83.01,Public tracker coordinates,Davis Besse,OH,124.9,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
SWIFT,,Operating,Operating,Publicly tracked data-center facility,,,4.0,"Culpeper, VA",38.45553926,-77.98348028,Public tracker coordinates,North Anna,VA,29.3,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Brewster Mountain Top Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Luzerne, PA",41.080692,-75.95785,Public tracker coordinates,TalenEnergy Susquehanna,PA,9.8,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Wilderness Crossing,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Orange, VA",38.33,-77.74,Public tracker coordinates,North Anna,VA,18.8,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
SunCap McKees Rocks Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Allegheny, PA",40.480453,-80.06048,Public tracker coordinates,Beaver Valley,PA,21.9,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Parkstone Tech Park,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Fairfax, VA",38.873575,-77.46374,Public tracker coordinates,North Anna,VA,58.9,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack NVA05E,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Prince William, VA",38.7653,-77.51829,Public tracker coordinates,North Anna,VA,50.9,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Pitt Race Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Beaver, PA",40.851284,-80.34748,Public tracker coordinates,Beaver Valley,PA,16.5,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Mele Brothers Penn Forest Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Carbon, PA",40.895737,-75.68105,Public tracker coordinates,TalenEnergy Susquehanna,PA,27.8,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Pumpkin 2A,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Roberts, TX",35.691273,-100.6382,Public tracker coordinates,Comanche Peak,TX,285.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Ridgetop Circle Building 1,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Loudoun, VA",39.02544075,-77.40966722,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,66.3,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Ridgetop Circle Building 2,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Loudoun, VA",39.02544075,-77.40966722,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,66.3,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Lima Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Allen, OH",40.7965,-84.121,Public tracker coordinates,Davis Besse,OH,77.1,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Nexstar Elk Grove Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Cook, IL",42.01142,-88.0317,Public tracker coordinates,Dresden Generating Station,IL,44.7,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Gail Technology Effingham Data Center,,Planned,Planned,Publicly tracked data-center facility,,,4.0,"Effingham, IL",39.16273,-88.51865,Public tracker coordinates,Clinton Power Station,IL,71.7,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
