name,developer,status,status_group,category,capacity_mw,capacity_label,landscape_weight,location,latitude,longitude,precision,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,source,source_url,notes
QTS Cedar Rapids - Building 2,,Planned,Planned,Publicly tracked data-center facility,274.2,274 MW,4.0,"Linn, IA",41.91,-91.75429,Public tracker coordinates,Quad Cities Generating Station,IL,75.4,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Cedar Rapids - Building 5,,Planned,Planned,Publicly tracked data-center facility,274.2,274 MW,4.0,"Linn, IA",41.90951,-91.73458,Public tracker coordinates,Quad Cities Generating Station,IL,74.4,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Cedar Rapids - Building 4,,Planned,Planned,Publicly tracked data-center facility,274.2,274 MW,4.0,"Linn, IA",41.9095,-91.73829,Public tracker coordinates,Quad Cities Generating Station,IL,74.6,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Cedar Rapids - Building 3,,Planned,Planned,Publicly tracked data-center facility,274.2,274 MW,4.0,"Linn, IA",41.90728,-91.75433,Public tracker coordinates,Quad Cities Generating Station,IL,75.4,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Cedar Rapids - Building 6,,Planned,Planned,Publicly tracked data-center facility,274.2,274 MW,4.0,"Linn, IA",41.90954,-91.73088,Public tracker coordinates,Quad Cities Generating Station,IL,74.2,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft Fairwater Atlanta - Building 4,,Operating,Operating,Publicly tracked data-center facility,268.0,268 MW,4.0,"Fayette County, GA",33.462211,-84.523736,Public tracker coordinates,Sequoyah,TN,126.1,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Arcola Pacific Campus,,Planned,Planned,Publicly tracked data-center facility,265.0,265 MW,4.0,"Loudoun, VA",39.00486343,-77.44698918,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,67.0,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Aligned Quantum Frederick campus,,Planned,Planned,Publicly tracked data-center facility,264.0,264 MW,4.0,"Frederick, MD",39.33794043,-77.47590923,Public tracker coordinates,Crane Clean Energy Center,PA,69.0,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft Fairwater Atlanta - Building 2,,Operating,Operating,Publicly tracked data-center facility,260.0,260 MW,4.0,"Fayette County, GA",33.450921,-84.523598,Public tracker coordinates,Sequoyah,TN,126.9,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CoreWeave Digital Crossroads Data Center,,Planned,Planned,Publicly tracked data-center facility,260.0,260 MW,4.0,"Lake, IN",41.70526316,-87.51887629,Public tracker coordinates,Dresden Generating Station,IL,44.5,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Phoenix Campus (Menlo Digital),,Planned,Planned,Publicly tracked data-center facility,257.0,257 MW,4.0,"Maricopa, AZ",33.3117,-111.9782614,Public tracker coordinates,Palo Verde,AZ,51.3,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage IN11,,Planned,Planned,Publicly tracked data-center facility,256.0,256 MW,4.0,"Hendricks, IN",39.88325,-86.445352,Public tracker coordinates,Clinton Power Station,IL,127.9,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
ORD Campus,,Planned,Planned,Publicly tracked data-center facility,252.0,252 MW,4.0,"Cook, IL",42.03501,-87.9537,Public tracker coordinates,Dresden Generating Station,IL,47.5,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CloudHQ LC4,,Planned,Planned,Publicly tracked data-center facility,252.0,252 MW,4.0,"Loudoun, VA",39.002365,-77.471752,Public tracker coordinates,North Anna,VA,67.3,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 2,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.507287,-91.634711,Public tracker coordinates,Grand Gulf,MS,48.6,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 4,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.501924,-91.638244,Public tracker coordinates,Grand Gulf,MS,48.5,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 6,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.494747,-91.632458,Public tracker coordinates,Grand Gulf,MS,47.9,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 5,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.501514,-91.635899,Public tracker coordinates,Grand Gulf,MS,48.4,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 7,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.492162,-91.632485,Public tracker coordinates,Grand Gulf,MS,47.8,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 1,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.504557,-91.636431,Public tracker coordinates,Grand Gulf,MS,48.6,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 8,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.487988,-91.63252,Public tracker coordinates,Grand Gulf,MS,47.6,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 9,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.485606,-91.632558,Public tracker coordinates,Grand Gulf,MS,47.5,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Building 3,,Planned,Planned,Publicly tracked data-center facility,251.3,251 MW,4.0,"Richland Parish, LA",32.507644,-91.636991,Public tracker coordinates,Grand Gulf,MS,48.7,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Texas Critical Ector Data Center,,Planned,Planned,Publicly tracked data-center facility,250.0,250 MW,4.0,"Ector, TX",31.89517,-102.556,Public tracker coordinates,Comanche Peak,TX,280.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CoreWeave Kenilworth Campus,,Planned,Planned,Publicly tracked data-center facility,250.0,250 MW,4.0,"Union, NJ",40.6758088,-74.2751617,Public tracker coordinates,Limerick,PA,75.7,2277.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Core Scientific: Cottonwood 1 & 2,,Planned,Planned,Publicly tracked data-center facility,250.0,250 MW,4.0,"Reeves, TX",31.54923296,-103.8337321,Public tracker coordinates,Comanche Peak,TX,358.4,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Sabey Indianapolis Data Center,,Planned,Planned,Publicly tracked data-center facility,250.0,250 MW,4.0,"Marion, IN",39.6617005,-86.31036356,Public tracker coordinates,Clinton Power Station,IL,138.3,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack Infrastructure PHX02 Campus,,Planned,Planned,Publicly tracked data-center facility,246.0,246 MW,4.0,"Maricopa, AZ",33.45669123,-111.9993231,Public tracker coordinates,Palo Verde,AZ,50.0,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Crow Holdings / CleanArc Dallas Campus,,Planned,Planned,Publicly tracked data-center facility,245.0,245 MW,4.0,"Dallas, TX",32.8044,-96.8334,Public tracker coordinates,Comanche Peak,TX,65.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Digital Realty IAD39,,Operating,Operating,Publicly tracked data-center facility,242.5,242 MW,4.0,"Loudoun, VA",39.007718,-77.467623,Public tracker coordinates,North Anna,VA,67.8,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Prime Data Centers: Phoenix Campus,,Planned,Planned,Publicly tracked data-center facility,240.0,240 MW,4.0,"Maricopa, AZ",33.4177942,-112.313073,Public tracker coordinates,Palo Verde,AZ,31.7,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Panattoni Perry Township Data Center,,Planned,Planned,Publicly tracked data-center facility,240.0,240 MW,4.0,"Stark, OH",40.752352,-81.444412,Public tracker coordinates,Beaver Valley,PA,53.7,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stream Data Center: Wilmer II Hyperscale Campus (DFW C),,Planned,Planned,Publicly tracked data-center facility,240.0,240 MW,4.0,"Dallas, TX",32.58932466,-96.70263768,Public tracker coordinates,Comanche Peak,TX,66.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Equinix xScale Hampton Campus,,Planned,Planned,Publicly tracked data-center facility,240.0,240 MW,4.0,"Henry, GA",33.368831,-84.308595,Public tracker coordinates,Oconee,SC,127.3,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stream Data Center: GA,,Planned,Planned,Publicly tracked data-center facility,240.0,240 MW,4.0,"Douglas, GA",33.73697829,-84.81240641,Public tracker coordinates,Sequoyah,TN,104.2,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Ionic Digital Cedarvale,,Operating,Operating,Publicly tracked data-center facility,234.0,234 MW,4.0,"Ward, TX",31.5108344,-103.4495599,Public tracker coordinates,Comanche Peak,TX,336.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Bauxite Data Center 1,,Planned,Planned,Publicly tracked data-center facility,231.0,231 MW,4.0,"Frederick, MD",39.32365914,-77.48537583,Public tracker coordinates,Crane Clean Energy Center,PA,70.1,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Bauxite Data Center 2,,Planned,Planned,Publicly tracked data-center facility,230.0,230 MW,4.0,"Frederick, MD",39.32347639,-77.46752863,Public tracker coordinates,Crane Clean Energy Center,PA,69.5,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage OH22,,Planned,Planned,Publicly tracked data-center facility,226.2,226 MW,4.0,"Fairfield, OH",39.8965,-82.5525,Public tracker coordinates,Davis Besse,OH,120.7,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage OH21,,Planned,Planned,Publicly tracked data-center facility,226.2,226 MW,4.0,"Fairfield, OH",39.897,-82.5535,Public tracker coordinates,Davis Besse,OH,120.7,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage OH24,,Planned,Planned,Publicly tracked data-center facility,226.2,226 MW,4.0,"Fairfield, OH",39.8968,-82.551,Public tracker coordinates,Davis Besse,OH,120.7,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage OH23,,Planned,Planned,Publicly tracked data-center facility,226.2,226 MW,4.0,"Fairfield, OH",39.896,-82.5515,Public tracker coordinates,Davis Besse,OH,120.8,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack Infrastructure PHX01 Campus,,Planned,Planned,Publicly tracked data-center facility,225.0,225 MW,4.0,"Maricopa, AZ",33.4175369,-112.3563855,Public tracker coordinates,Palo Verde,AZ,29.2,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Kansas City East - Building 2,,Planned,Planned,Publicly tracked data-center facility,216.7,217 MW,4.0,"Clay, MO",39.181208,-94.46257,Public tracker coordinates,Wolf Creek Generating Station,KS,92.8,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Kansas City East - Building 4,,Planned,Planned,Publicly tracked data-center facility,216.7,217 MW,4.0,"Clay, MO",39.185007,-94.470031,Public tracker coordinates,Wolf Creek Generating Station,KS,92.7,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Kansas City East - Building 3,,Planned,Planned,Publicly tracked data-center facility,216.7,217 MW,4.0,"Clay, MO",39.183468,-94.465865,Public tracker coordinates,Wolf Creek Generating Station,KS,92.8,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
EdgeConneX New Albany - Phase 2,,Planned,Planned,Publicly tracked data-center facility,216.0,216 MW,4.0,"Licking, OH",40.0877,-82.7224,Public tracker coordinates,Davis Besse,OH,106.0,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
DC Blox - ATL East Data Center,,Planned,Planned,Publicly tracked data-center facility,216.0,216 MW,4.0,"Rockdale, GA",33.68948558,-84.04594815,Public tracker coordinates,Oconee,SC,100.6,2666.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Delta Forge 1 - Building 2,,Planned,Planned,Publicly tracked data-center facility,215.0,215 MW,4.0,"Rapides Parish, LA",31.3848,-92.6874,Public tracker coordinates,River Bend,LA,91.2,1035.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Delta Forge 1 - Building 1,,Planned,Planned,Publicly tracked data-center facility,215.0,215 MW,4.0,"Rapides Parish, LA",31.3803,-92.6827,Public tracker coordinates,River Bend,LA,90.8,1035.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CLP Campus,,Planned,Planned,Publicly tracked data-center facility,215.0,215 MW,4.0,"Culpeper, VA",39.46035,-77.97771,Public tracker coordinates,Crane Clean Energy Center,PA,81.9,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Phoenix - Goodyear,,Operating,Operating,Publicly tracked data-center facility,212.0,212 MW,4.0,"Maricopa, AZ",33.43532,-112.35821,Public tracker coordinates,Palo Verde,AZ,29.2,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Wilbarger County - Building 4,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Wilbarger, TX",34.065444,-99.148076,Public tracker coordinates,Comanche Peak,TX,145.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meitner Data Center - Building 4,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Gray, TX",35.588925,-100.718628,Public tracker coordinates,Comanche Peak,TX,282.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meitner Data Center - Building 3,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Gray, TX",35.585369,-100.719199,Public tracker coordinates,Comanche Peak,TX,282.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meitner Data Center - Building 2,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Gray, TX",35.582946,-100.719389,Public tracker coordinates,Comanche Peak,TX,282.4,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meitner Data Center - Building 1,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Gray, TX",35.580008,-100.719389,Public tracker coordinates,Comanche Peak,TX,282.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Wilbarger County - Building 1,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Wilbarger, TX",34.072991,-99.143846,Public tracker coordinates,Comanche Peak,TX,145.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Polaris Forge 1 - Building 3,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Dickey, ND",46.022778,-98.575386,Public tracker coordinates,Monticello Nuclear Facility,MN,233.0,685.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Polaris Forge 1 - Building 2,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Dickey, ND",46.018905,-98.572978,Public tracker coordinates,Monticello Nuclear Facility,MN,232.9,685.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Wilbarger County - Building 2,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Wilbarger, TX",34.066717,-99.141992,Public tracker coordinates,Comanche Peak,TX,145.2,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Wilbarger County - Building 3,,Planned,Planned,Publicly tracked data-center facility,210.0,210 MW,4.0,"Wilbarger, TX",34.07177,-99.150168,Public tracker coordinates,Comanche Peak,TX,145.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cipher Odessa,,Operating,Operating,Publicly tracked data-center facility,207.0,207 MW,4.0,"Ector, TX",31.838,-102.326,Public tracker coordinates,Comanche Peak,TX,267.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Hut 8 Vega Campus (Crypto mining),,Operating,Operating,Publicly tracked data-center facility,205.0,205 MW,4.0,"Oldham, TX",35.2417,-102.4288,Public tracker coordinates,Comanche Peak,TX,335.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CyrusOne NVA5,,Operating,Operating,Publicly tracked data-center facility,202.2,202 MW,4.0,"Loudoun, VA",39.024327,-77.434034,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,67.2,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Pioneer Park (Phase 1 and 2),,Planned,Planned,Publicly tracked data-center facility,202.0,202 MW,4.0,"Wichita, TX",33.95287018,-98.52469492,Public tracker coordinates,Comanche Peak,TX,122.1,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Kearneysville,,Planned,Planned,Publicly tracked data-center facility,201.6,202 MW,4.0,"Berkeley, WV",39.407,-77.895,Public tracker coordinates,Crane Clean Energy Center,PA,80.7,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PowerHouse Irving,,Planned,Planned,Publicly tracked data-center facility,201.0,201 MW,4.0,"Dallas, TX",32.8868212,-96.940831,Public tracker coordinates,Comanche Peak,TX,63.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
New Albany Data Center - Socrates North,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Licking, OH",40.117764,-82.738225,Public tracker coordinates,Davis Besse,OH,103.8,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Goodnight - Building 6,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Armstrong, TX",35.02648,-101.30037,Public tracker coordinates,Comanche Peak,TX,276.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Goodnight - Building 3,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Armstrong, TX",35.01373,-101.30626,Public tracker coordinates,Comanche Peak,TX,276.0,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Applied Digital Adair Data Center,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Adair, IA",41.46419,-94.6051,Public tracker coordinates,Cooper Nuclear Station,NE,93.4,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Nebius / DataOne Vineland Phase 2,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Cumberland, NJ",39.427614,-75.016756,Public tracker coordinates,PSEG Salem Generating Station,NJ,27.8,2340.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
New Albany Data Center - Socrates South,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Licking, OH",40.054315,-82.752114,Public tracker coordinates,Davis Besse,OH,108.0,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AREP Powerhouse Las Colinas,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Dallas, TX",32.88740367,-96.94064191,Public tracker coordinates,Comanche Peak,TX,63.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Goodnight - Building 5,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Armstrong, TX",35.02342,-101.30038,Public tracker coordinates,Comanche Peak,TX,276.2,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
MSP Campus,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Carver, MN",44.81068,-93.63557,Public tracker coordinates,Monticello Nuclear Facility,MN,37.6,685.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Goodnight - Building 4,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Armstrong, TX",35.01903,-101.29662,Public tracker coordinates,Comanche Peak,TX,275.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PowerHouse Reno,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Washoe, NV",39.5408326,-119.4977247,Public tracker coordinates,Diablo Canyon,CA,308.3,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stream Data Center: San Antonio III - VII,,Operating,Operating,Publicly tracked data-center facility,200.0,200 MW,4.0,"Bexar, TX",29.44869783,-98.71268396,Public tracker coordinates,South Texas Project,TX,167.0,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Chirisa Technology Parks: CTP 04/05/06,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Chesterfield, VA",37.3584032,-77.3241147,Public tracker coordinates,Surry,VA,36.9,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Eagle Rock Jones County Data Center,,Canceled,Other,Publicly tracked data-center facility,200.0,200 MW,4.0,"Jones, GA",32.91623,-83.382996,Public tracker coordinates,Edwin I Hatch,GA,90.9,1848.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Chicago (Hoffman Estates),,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Cook, IL",42.073976,-88.223486,Public tracker coordinates,Dresden Generating Station,IL,47.3,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
T5 @ Augusta,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,GA,33.44349008,-82.12584378,Public tracker coordinates,Vogtle,GA,29.5,4658.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
